food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,total_mass_g,Caloric Value_per_100g,Fat_per_100g,Saturated Fats_per_100g,Monounsaturated Fats_per_100g,Polyunsaturated Fats_per_100g,Carbohydrates_per_100g,Sugars_per_100g,Protein_per_100g,Dietary Fiber_per_100g,Cholesterol_per_100g,Sodium_per_100g,Water_per_100g,Vitamin A_per_100g,Vitamin B1_per_100g,Vitamin B11_per_100g,Vitamin B12_per_100g,Vitamin B2_per_100g,Vitamin B3_per_100g,Vitamin B5_per_100g,Vitamin B6_per_100g,Vitamin C_per_100g,Vitamin D_per_100g,Vitamin E_per_100g,Vitamin K_per_100g,Calcium_per_100g,Copper_per_100g,Iron_per_100g,Magnesium_per_100g,Manganese_per_100g,Phosphorus_per_100g,Potassium_per_100g,Selenium_per_100g,Zinc_per_100g
spiny lobster raw,234,3.2,0.5,0.6,1.2,5.1,0,43.1,0,146.3,0.4,154.8,0.025,0.071,0.094,0.008,0.043,8.9,0.7,0.3,4.2,0,0,0,102.4,0.8,2.5,83.6,0.033,497.4,376.2,0.055,11.9,160.501,206.2,113.4820563,1.551891368,0.242483026,0.290979631,0.581959263,2.473326867,0,20.90203686,0,70.95053346,0.193986421,75.07274491,0.012124151,0.03443259,0.045586809,0.003879728,0.02085354,4.316197866,0.339476237,0.145489816,2.03685742,0,0,0,49.66052376,0.387972842,1.212415131,40.54316198,0.01600388,241.2221145,182.4442289,0.026673133,5.771096023
clams canned,227,2.5,0.5,0.3,0.5,9.4,0,38.8,0,80,0.2,104.4,0.2,0.031,0.099,0.01,0.1,0.9,0.4,0.071,0,0.063,1.8,0.037,104,0.1,4.3,51.2,0.2,523.2,1004.8,0.089,1.3,159.2,155.1,146.3571889,1.611863314,0.322372663,0.193423598,0.322372663,6.060606061,0,25.01611863,0,51.57962605,0.128949065,67.31141199,0.128949065,0.019987105,0.063829787,0.006447453,0.064474533,0.580270793,0.25789813,0.045776918,0,0.040618956,1.160541586,0.023855577,67.05351386,0.064474533,2.7724049,33.01096067,0.128949065,337.3307544,647.8401032,0.057382334,0.838168923
lobster cooked,134,1.3,0.3,0.4,0.5,0,0,28.5,0,219,0.7,117.2,0.077,0.074,0.077,0.071,0.099,0.031,2.7,2.5,0.2,0,0,1.5,0,144,2.3,0.4,64.5,0.049,277.5,345,0.1,32.314,147,91.15646259,0.884353741,0.204081633,0.272108844,0.340136054,0,0,19.3877551,0,148.9795918,0.476190476,79.72789116,0.052380952,0.050340136,0.052380952,0.04829932,0.067346939,0.021088435,1.836734694,1.700680272,0.136054422,0,0,1.020408163,0,97.95918367,1.56462585,0.272108844,43.87755102,0.033333333,188.7755102,234.6938776,0.068027211
eastern oyster fried,29,1.8,0.5,0.7,0.5,1.7,0,1.3,0,10.4,0.015,9.4,0,0.026,0.003,0.016,0.084,0.2,0.081,0.007,0.6,0,0,0,9.1,0.6,1,8.5,0.063,23.2,35.6,0.092,12.7,15.5,14.2,204.2253521,12.67605634,3.521126761,4.929577465,3.521126761,11.97183099,0,9.154929577,0,73.23943662,0.105633803,66.1971831,0,0.183098592,0.021126761,0.112676056,0.591549296,1.408450704,0.570422535,0.049295775,4.225352113,0,0,0,64.08450704,4.225352113,7.042253521,59.85915493,0.443661972,163.3802817,250.7042254,0.647887324,89.43661972
clams raw,195,2.2,0.4,0.3,0.4,8.1,0,33.3,0,68.1,1.4,179.3,0.2,0.098,0.095,0.064,0.001,0.8,0.3,0,0,0,1.5,0.032,88.5,0.1,3.7,43.1,0.2,449.5,104.4,0.041,1.2,136,222.9,87.48317631,0.986989681,0.179452669,0.134589502,0.179452669,3.633916555,0,14.93943472,0,30.55181696,0.628084343,80.43965904,0.089726335,0.043965904,0.042620009,0.028712427,0.000448632,0.358905339,0.134589502,0,0,0,0.67294751,0.014356214,39.7039031,0.044863167,1.659937192,19.33602512,0.089726335,201.6599372,46.8371467,0.018393899,0.538358008
octopus cooked,139,1.8,0.4,0.3,0.4,3.7,0,25.3,0,81.6,0.4,51.4,0.09,0.075,0.016,0.031,0.079,3.2,0.8,0.6,6.8,0,1,0.088,90.1,0.6,8.1,51,0.013,237.2,535.5,0.054,2.9,135.853,82.2,169.0997567,2.189781022,0.486618005,0.364963504,0.486618005,4.501216545,0,30.77858881,0,99.27007299,0.486618005,62.53041363,0.109489051,0.091240876,0.01946472,0.037712895,0.096107056,3.892944039,0.97323601,0.729927007,8.272506083,0,1.216545012,0.107055961,109.6107056,0.729927007,9.854014599,62.04379562,0.015815085,288.5644769,651.459854,0.065693431,3.527980535
eastern oyster raw,8,0.2,0,0.087,0.091,0.8,0,0.7,0,3.5,0.021,12.1,0.069,0.086,0.013,0.095,0.012,0.2,0.076,0.077,0.7,0,0,0,6.2,0.1,0.8,4.6,0.028,13,17.4,0.065,5.3,9.448,13.8,57.97101449,1.449275362,0,0.630434783,0.65942029,5.797101449,0,5.072463768,0,25.36231884,0.152173913,87.68115942,0.5,0.623188406,0.094202899,0.688405797,0.086956522,1.449275362,0.550724638,0.557971014,5.072463768,0,0,0,44.92753623,0.724637681,5.797101449,33.33333333,0.202898551,94.20289855,126.0869565,0.471014493,38.4057971
oyster fried,61,3,0.8,1.2,0.8,6.7,0,2.1,0,18.1,0.1,11.1,0.036,0.039,0.035,0.081,0.02,0.7,0.2,0.019,0.7,0,0,0,4.6,0.1,0.7,3.9,0.015,32.7,30.4,0.074,2.6,17.861,22.9,266.3755459,13.10043668,3.493449782,5.240174672,3.493449782,29.25764192,0,9.170305677,0,79.03930131,0.436681223,48.47161572,0.15720524,0.170305677,0.152838428,0.35371179,0.087336245,3.056768559,0.873362445,0.082969432,3.056768559,0,0,0,20.08733624,0.436681223,3.056768559,17.03056769,0.065502183,142.7947598,132.7510917,0.323144105,11.35371179
sturgeon smoked,49,1.2,0.3,0.7,0.1,0,0,8.8,0,22.6,0.2,17.7,0.02,0.026,0.006,0.011,0.078,3.1,0.3,0.09,0,0.048,0.1,0.022,4.8,0.06,0.3,13.3,0.042,79.5,107.3,0.077,0.2,15.175,27.7,176.8953069,4.332129964,1.083032491,2.527075812,0.36101083,0,0,31.76895307,0,81.58844765,0.722021661,63.89891697,0.072202166,0.093862816,0.02166065,0.039711191,0.281588448,11.19133574,1.083032491,0.324909747,0,0.173285199,0.36101083,0.079422383,17.32851986,0.216606498,1.083032491,48.01444043,0.151624549,287.0036101,387.3646209,0.277978339,0.722021661
chinook salmon smoked,159,5.9,1.3,2.8,1.4,0,0,24.9,0,31.3,1.1,97.9,0.019,0.01,0.019,0.007,0.1,6.4,1.2,0.4,0,0.09,1.8,0.039,15,0.3,1.2,24.5,0.055,223,238,0.027,0.4,47.038,128.7,123.5431235,4.584304584,1.01010101,2.175602176,1.087801088,0,0,19.34731935,0,24.32012432,0.854700855,76.06837607,0.014763015,0.007770008,0.014763015,0.005439005,0.077700078,4.972804973,0.932400932,0.310800311,0,0.06993007,1.398601399,0.03030303,11.65501166,0.233100233,0.932400932,19.03651904,0.042735043,173.2711733,184.9261849,0.020979021,0.310800311
cisco smoked,50,3.4,0.5,1.6,0.6,0,0,4.6,0,9.1,0.1,19.8,0.05,0.079,0.031,0.04,0,0.7,0.009,0.08,0,0.047,0.098,0.094,7.4,0.015,0.1,4.8,0.047,42.5,82.9,0.05,0.076,15.576,27.8,179.8561151,12.23021583,1.798561151,5.755395683,2.158273381,0,0,16.54676259,0,32.73381295,0.35971223,71.22302158,0.179856115,0.284172662,0.111510791,0.143884892,0,2.517985612,0.032374101,0.287769784,0,0.169064748,0.352517986,0.338129496,26.61870504,0.053956835,0.35971223,17.26618705,0.169064748,152.8776978,298.2014388,0.179856115,0.273381295
haddock smoked,33,0.3,0.049,0.006,0.055,0,0,7.1,0,21.8,0.2,20.2,0.087,0.05,0.079,0.08,0.094,1.4,0.094,0.1,0,0.074,0.2,0.078,13.9,0.001,0.4,15.3,0.075,71,117.4,0.063,0.1,21.719,27.6,119.5652174,1.086956522,0.177536232,0.02173913,0.199275362,0,0,25.72463768,0,78.98550725,0.724637681,73.1884058,0.315217391,0.18115942,0.286231884,0.289855072,0.34057971,5.072463768,0.34057971,0.362318841,0,0.268115942,0.724637681,0.282608696,50.36231884,0.003623188,1.449275362,55.43478261,0.27173913,257.2463768,425.3623188,0.22826087,0.362318841
whitefish smoked,147,1.3,0.3,0.4,0.4,0,0,31.8,0,44.9,1.4,96.3,0.086,0.08,0.082,0.017,0.1,3.3,0.1,0.5,0,0.078,0.3,0.097,24.5,0.4,0.7,31.3,0.091,179.5,575.3,0.03,0.7,58.398,129.4,113.6012365,1.004636785,0.231839258,0.309119011,0.309119011,0,0,24.57496136,0,34.69860896,1.081916538,74.42040185,0.066460587,0.061823802,0.063369397,0.013137558,0.077279753,2.550231839,0.077279753,0.386398764,0,0.060278207,0.231839258,0.07496136,18.93353941,0.309119011,0.540958269,24.1885626,0.070324575,138.7171561,444.5904173,0.023183926,0.540958269
red salmon sockeye filets smoked,373,12.3,2.8,4.3,3.7,0,0,65.5,0,167.4,0.065,25.8,0.047,0.5,0.078,0.088,0.6,24.6,3,0.9,0,0,1.3,0,62.6,0.2,1.1,62.6,0.048,702,1036.8,0.026,1.2,141.587,103.6,360.03861,11.87258687,2.702702703,4.150579151,3.571428571,0,0,63.22393822,0,161.5830116,0.062741313,24.9034749,0.045366795,0.482625483,0.075289575,0.084942085,0.579150579,23.74517375,2.895752896,0.868725869,0,0,1.254826255,0,60.42471042,0.193050193,1.061776062,60.42471042,0.046332046,677.6061776,1000.772201,0.025096525,1.158301158
eggnog,224,10.6,6.6,3.3,0.5,20.4,20.4,11.6,0,149.9,0.1,209.7,0.1,0.074,0.02,0.006,0.5,0.3,1.1,0.1,3.8,0.055,0.5,0.011,330.2,0.051,0.5,48.3,0.024,276.9,419.1,0.094,1.2,377.2,252.3,88.78319461,4.201347602,2.615933413,1.307966706,0.198176774,8.085612366,8.085612366,4.597701149,0,59.41339675,0.039635355,83.11533888,0.039635355,0.029330163,0.007927071,0.002378121,0.198176774,0.118906064,0.435988902,0.039635355,1.50614348,0.021799445,0.198176774,0.004359889,130.8759413,0.020214031,0.198176774,19.14387634,0.009512485,109.7502973,166.1117717,0.037257233,0.475624257
beer light,96,0,0,0,0,5.4,0.3,0.8,0,0,0.095,313.1,0,0.083,0.079,0,0.069,1.3,0.067,0.1,0,0,0,0,13.2,0.095,0.014,16.5,0.094,39.6,69.3,0.077,0.044,19.456,319.3,30.06576887,0,0,0,0,1.691199499,0.093955528,0.250548074,0,0,0.029752584,98.05825243,0,0.025994363,0.024741622,0,0.021609771,0.40714062,0.020983401,0.031318509,0,0,0,0,4.13404322,0.029752584,0.004384591,5.167554024,0.029439399,12.40212966,21.7037269,0.024115252,0.013780144
beer budweiser,12,0,0,0,0,0.9,0,0.1,0,0,0.095,27.4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.095,0,2.1,0.038,3.8,9.7,0,0,2.2,28.4,42.25352113,0,0,0,0,3.169014085,0,0.352112676,0,0,0.334507042,96.47887324,0,0,0,0,0,0,0,0,0,0,0,0,4.225352113,0.334507042,0,7.394366197,0.133802817,13.38028169,34.15492958,0,0
weizenbier erdinger,220,18,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1222.222222,100,72.22222222,5.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beer light budweiser,9,0,0,0,0,0.4,0,0.066,0,0,0.016,28,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.088,0,2.1,0.007,3.2,7.7,0,0,1.32,28.466,31.6166655,0,0,0,0,1.405185133,0,0.231855547,0,0,0.056207405,98.36295932,0,0,0,0,0,0,0,0,0,0,0,0,3.16166655,0.309140729,0,7.377221949,0.02459074,11.24148107,27.04981381,0,0
beer,142,0,0,0,0,11.7,0,1.5,0,0,0.067,303.5,0,0.093,0.062,0,0.017,1.7,0.1,0.2,0,0,0,0,13.2,0.096,0.031,19.8,0.085,46.2,89.1,0.087,0.001,26.436,316.7,44.83738554,0,0,0,0,3.694347963,0,0.473634354,0,0,0.021155668,95.83201768,0,0.02936533,0.019576887,0,0.005367856,0.536785602,0.031575624,0.063151247,0,0,0,0,4.167982318,0.030312599,0.009788443,6.251973476,0.02683928,14.58793811,28.13388064,0.027470793,0.000315756
root beer,202,0,0,0,0,52.3,52.3,0,0,0,0.068,440.2,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,0.037,0.2,4.9,0.059,0,4.9,0.095,52.334,492.5,41.01522843,0,0,0,0,10.61928934,10.61928934,0,0,0,0.013807107,89.38071066,0,0,0,0,0,0,0,0,0,0,0,0,0,5.015228426,0.00751269,0.040609137,0.994923858,0.011979695,0,0.994923858,0.01928934
whiskey sour mix,26,0.072,0.069,0.034,0.012,6.3,6.3,0.051,0,0,0.073,23.1,0,0.089,0,0,0.07,0,0.032,0,0.8,0,0,0,0.6,0,0.047,0.3,0,1.8,8.3,0.015,0.08,7.914,29.523,88.06693087,0.243877655,0.233716086,0.115164448,0.040646276,21.33929479,21.33929479,0.172746672,0,0,0.247264844,78.24408089,0,0.301459879,0,0,0.237103275,0,0.108390069,0,2.709751719,0,0,0,2.032313789,0,0.159197913,1.016156895,0,6.096941368,28.11367408,0.050807845,0.270975172
whiskey sour,158,0,0.018,0.092,0.024,13.9,0,0,0,0,0.067,77,0,0.035,0,0,0.092,0.003,0.05,0,1.7,0,0,0,1.1,0.019,0.047,1.1,0.01,6.4,5.3,0.03,0.069,16.717,90.9,173.8173817,0,0.01980198,0.101210121,0.02640264,15.29152915,0,0,0,0,0.073707371,84.70847085,0,0.03850385,0,0,0.101210121,0.00330033,0.055005501,0,1.870187019,0,0,0,1.210121012,0.02090209,0.051705171,1.210121012,0.0110011,7.04070407,5.830583058,0.0330033,0.075907591
tequila sunrise,232,0.2,0,0,0,23.8,0,0.6,0,0,0.1,166.3,0,0.085,0.01,0,0.015,0.4,0.2,0.1,40.7,0,0,0,0,0.01,0.038,14.8,0.046,21.1,21.1,0,1.3,65.357,190.9,121.5295966,0.104766894,0,0,0,12.46726035,0,0.314300681,0,0,0.052383447,87.11367208,0,0.04452593,0.005238345,0,0.007857517,0.209533787,0.104766894,0.052383447,21.32006286,0,0,0,0,0.005238345,0.01990571,7.752750131,0.024096386,11.05290728,11.05290728,0,0.680984809
daiquiri,112,0.036,0.063,0.038,0.012,4.2,3.3,0.035,0.001,0,0.008,41.8,0,0.021,0.047,0,0.065,0.022,0.074,0.003,1,0,0.092,0.009,1.8,0.098,0.033,1.2,0.04,3,12.6,0.04,0.091,7.243,46.071,243.1030366,0.078140262,0.136745458,0.082481387,0.026046754,9.116363873,7.162857329,0.075969699,0.002170563,0,0.017364503,90.72952617,0,0.045581819,0.102016453,0,0.141086584,0.047752382,0.160621649,0.006511688,2.170562827,0,0.19969178,0.019535065,3.907013088,0.212715157,0.071628573,2.604675392,0.086822513,6.511688481,27.34909162,0.086822513,0.197521217
pina colada,245,2.7,2.3,0.1,0.035,32,31.5,0.6,0.4,0,0.089,91.6,0,0,0.038,0.038,0,0.002,0.2,0.01,0.019,6.9,0,0.056,0.08,11.3,0.1,0.3,11.3,0.7,9.9,100.1,0.064,35.877,126.9,193.0654058,2.127659574,1.812450749,0.078802206,0.027580772,25.21670607,24.82269504,0.472813239,0.315208826,0,0.070133964,72.18282112,0,0,0.029944838,0.029944838,0,0.001576044,0.157604413,0.007880221,0.014972419,5.437352246,0,0.044129236,0.063041765,8.90464933,0.078802206,0.236406619,8.90464933,0.551615445,7.80141844,78.88100867,0.050433412
whiskey,58,0,0,0,0,0.1,0.078,0,0,0,0,14.7,0,0.085,0,0,0.056,0.073,0,0,0,0,0,0,0,0.037,0.072,0,0.092,0.7,0.2,0,0.02,0.127,14.8,391.8918919,0,0,0,0,0.675675676,0.527027027,0,0,0,0,99.32432432,0,0.574324324,0,0,0.378378378,0.493243243,0,0,0,0,0,0,0,0.25,0.486486486,0,0.621621622,4.72972973,1.351351351,0,0.135135135
rum,49,0,0,0,0,0,0,0,0,0,0.053,14,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0.055,0.045,0,0.093,1.1,0.4,0,0.05,0.049,14,350,0,0,0,0,0,0,0,0,0,0.378571429,100,0,0.414285714,0,0,0,0,0,0,0,0,0,0,0,0.392857143,0.321428571,0,0.664285714,7.857142857,2.857142857,0,0.357142857
vodka smirnoff,13,0.4,0.013,0.077,0.073,2,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.4,541.6666667,16.66666667,0.541666667,3.208333333,3.041666667,83.33333333,3.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coffee liqueur,96,0.038,0.096,0.03,0.042,13.8,13.7,0.041,0,0,0.093,9.1,0,0.042,0,0,0.075,0.045,0,0,0,0,0,0,0.3,0.019,0.02,0.9,0.011,1.8,8.9,0.053,0.097,14.241,22.979,417.772749,0.16536838,0.417772749,0.130553984,0.182775578,60.05483267,59.61965273,0.178423778,0,0,0.404717351,39.60137517,0,0.182775578,0,0,0.32638496,0.195830976,0,0,0,0,0,0,1.305539841,0.08268419,0.087035989,3.916619522,0.047869794,7.833239044,38.73101527,0.230645372,0.422124549
gin,53,0,0,0,0,0,0,0,0,0,0.029,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,12.4,427.4193548,0,0,0,0,0,0,0,0,0,0.233870968,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056451613,0,0,0,0,0,0,0
dessert wine sweet,165,0,0,0,0,14.1,8,0.2,0,0,0.047,72.6,0,0.081,0,0,0.003,0.2,0.079,0,0,0,0,0,8.2,0.04,0.2,9.3,0.1,9.3,94.8,0.06,0.074,22.7,86.9,189.8734177,0,0,0,0,16.22554661,9.20598389,0.230149597,0,0,0.054085155,83.5443038,0,0.093210587,0,0,0.003452244,0.230149597,0.090909091,0,0,0,0,0,9.436133487,0.046029919,0.230149597,10.70195627,0.115074799,10.70195627,109.0909091,0.069044879,0.085155351
chenin blanc white wine,118,0,0,0,0,4.9,0,0.1,0,0,0,128.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,133.4,88.45577211,0,0,0,0,3.673163418,0,0.074962519,0,0,0,96.25187406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gamay red wine,115,0,0,0,0,3.5,0,0.1,14.4,0,0,0,128.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.6,3.6,3194.444444,0,0,0,0,97.22222222,0,2.777777778,400,0,0,0,3572.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
late harvest white wine,172,0,0,0,0,20.6,0,0.1,13.1,0,0,0,119.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.6,20.7,830.9178744,0,0,0,0,99.51690821,0,0.483091787,63.28502415,0,0,0,578.7439614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gewurztraminer white wine,119,0,0,0,0,3.8,0,0.1,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,131.8,90.28831563,0,0,0,0,2.883156297,0,0.075872534,0,0,0,97.04097117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burgundy red wine,172,0,0,0,0,7.4,0,0.1,0,0,0,171.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,178.7,96.2506995,0,0,0,0,4.141018467,0,0.055959709,0,0,0,95.80302182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zinfandel red wine,129,0,0,0,0,4.2,0,0.1,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,130.3,99.00230238,0,0,0,0,3.223330775,0,0.076745971,0,0,0,96.69992325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muller thurgau white wine,112,0,0,0,0,5.2,0,0.1,13.3,0,0,0,129.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.8,5.3,2113.207547,0,0,0,0,98.11320755,0,1.886792453,250.9433962,0,0,0,2437.735849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouvedre red wine,129,0,0,0,0,3.9,0,0.1,16.5,0,0,0,126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.6,4,3225,0,0,0,0,97.5,0,2.5,412.5,0,0,0,3152.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
table wine,123,0,0,0,0,4,1.2,0.1,0,0,0.087,128.1,0,0.051,0.084,0,0.014,0.2,0.023,0.022,0,0,0,0,11.8,0.049,0.5,16.3,0.2,29.6,146.5,0.012,0.2,16.4,132.2,93.0408472,0,0,0,0,3.025718608,0.907715582,0.075642965,0,0,0.06580938,96.89863843,0,0.038577912,0.063540091,0,0.010590015,0.15128593,0.017397882,0.016641452,0,0,0,0,8.925869894,0.037065053,0.378214826,12.32980333,0.15128593,22.3903177,110.816944,0.009077156,0.15128593
wine light,73,0,0,0,0,1.7,1.7,0.1,0,0,0.046,136.5,0,0,0.035,0,0.039,0.1,0,0.097,0,0,0,0,13.3,0.1,0.6,14.8,0,22.2,130.2,0.014,0.1,15.7,138.3,52.78380333,0,0,0,0,1.229211858,1.229211858,0.07230658,0,0,0.033261027,98.69848156,0,0,0.025307303,0,0.028199566,0.07230658,0,0.070137383,0,0,0,0,9.616775127,0.07230658,0.433839479,10.70137383,0,16.05206074,94.14316703,0.010122921,0.07230658
white wine,121,0,0,0,0,3.8,1.4,0.1,0,0,0.098,127.7,0,0.04,0.081,0,0.003,0.2,0.094,0.034,0,0,0,0.071,13.2,0.097,0.4,14.7,0.2,26.5,104.4,0.036,0.2,17.5,131.6,91.94528875,0,0,0,0,2.887537994,1.063829787,0.075987842,0,0,0.074468085,97.03647416,0,0.030395137,0.061550152,0,0.002279635,0.151975684,0.071428571,0.025835866,0,0,0,0.053951368,10.03039514,0.073708207,0.303951368,11.17021277,0.151975684,20.13677812,79.33130699,0.027355623,0.151975684
petite sirah red wine,125,0,0,0,0,3.9,0,0.1,15.7,0,0,0,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.4,4,3125,0,0,0,0,97.5,0,2.5,392.5,0,0,0,3167.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
non alcoholic wine,2,0,0,0,0,0.3,0.3,0.1,0,0,0.095,29,0,0,0.027,0,0.019,0.093,0,0.064,0,0,0,0,2.7,0.035,0.1,3,0,4.4,26,0.052,0.088,3.2,29.4,6.802721088,0,0,0,0,1.020408163,1.020408163,0.340136054,0,0,0.323129252,98.63945578,0,0,0.091836735,0,0.06462585,0.316326531,0,0.217687075,0,0,0,0,9.183673469,0.119047619,0.340136054,10.20408163,0,14.96598639,88.43537415,0.176870748,0.299319728
pinot noir red wine,121,0,0,0,0,3.4,0,0.1,0,0,0,127.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,131.3,92.15536938,0,0,0,0,2.589489718,0,0.076161462,0,0,0,97.33434882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pinot gris grigio white wine,122,0,0,0,0,3,0,0.1,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,131,93.12977099,0,0,0,0,2.290076336,0,0.076335878,0,0,0,97.63358779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riesling white wine,118,0,0,0,0,5.5,0,0.1,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,133.7,88.25729245,0,0,0,0,4.11368736,0,0.074794316,0,0,0,95.81151832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barbera red wine,170,0,0,0,0,5.6,0,0.1,0,0,0,172.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,178.3,95.34492428,0,0,0,0,3.140773976,0,0.05608525,0,0,0,96.80314077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lemberger red wine,118,0,0,0,0,3.6,0,0.1,15,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.6,3.7,3189.189189,0,0,0,0,97.2972973,0,2.702702703,405.4054054,0,0,0,3456.756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merlot red wine,122,0,0,0,0,3.7,0.9,0.1,0,0,0.011,127.3,0,0.087,0.064,0,0.01,0.3,0.081,0.061,0,0,0,0,11.8,0.026,0.7,17.6,0.2,33.8,186.7,0.083,0.2,16.3,131.1,93.05873379,0,0,0,0,2.822273074,0.686498856,0.076277651,0,0,0.008390542,97.10144928,0,0.066361556,0.048817696,0,0.007627765,0.228832952,0.061784897,0.046529367,0,0,0,0,9.000762777,0.019832189,0.533943555,13.42486651,0.152555301,25.78184592,142.4103738,0.06331045,0.152555301
sangiovese red wine,126,0,0,0,0,3.9,0,0.1,0,0,0,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,130.7,96.40397858,0,0,0,0,2.98393267,0,0.076511094,0,0,0,96.93955624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sauvignon blanc white wine,119,0,0,0,0,3,0,0.1,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,131.2,90.70121951,0,0,0,0,2.286585366,0,0.076219512,0,0,0,97.63719512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrah red wine,122,0,0,0,0,3.8,0,0.1,0,0,0,127.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,131.1,93.05873379,0,0,0,0,2.898550725,0,0.076277651,0,0,0,97.02517162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carignane red wine,370,0,0,0,0,12,0,0.4,0,0,0,439.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,451.8,81.89464365,0,0,0,0,2.656042497,0,0.08853475,0,0,0,97.25542275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pinot blanc white wine,119,0,0,0,0,2.9,0,0.1,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131.1,90.77040427,0,0,0,0,2.212051869,0,0.076277651,0,0,0,97.71167048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
