food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,total_mass_g,Caloric Value_per_100g,Fat_per_100g,Saturated Fats_per_100g,Monounsaturated Fats_per_100g,Polyunsaturated Fats_per_100g,Carbohydrates_per_100g,Sugars_per_100g,Protein_per_100g,Dietary Fiber_per_100g,Cholesterol_per_100g,Sodium_per_100g,Water_per_100g,Vitamin A_per_100g,Vitamin B1_per_100g,Vitamin B11_per_100g,Vitamin B12_per_100g,Vitamin B2_per_100g,Vitamin B3_per_100g,Vitamin B5_per_100g,Vitamin B6_per_100g,Vitamin C_per_100g,Vitamin D_per_100g,Vitamin E_per_100g,Vitamin K_per_100g,Calcium_per_100g,Copper_per_100g,Iron_per_100g,Magnesium_per_100g,Manganese_per_100g,Phosphorus_per_100g,Potassium_per_100g,Selenium_per_100g,Zinc_per_100g
semillon white wine,121,0,0,0,0,4.6,0,0.1,14.9,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.7,4.7,2574.468085,0,0,0,0,97.87234043,0,2.127659574,317.0212766,0,0,0,2725.531915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dessert wine dry,760,0,0,0,0,58.4,5.5,1,76.5,0,0,0.062,362.7,0,0.033,0,0,0.096,1.1,0.2,0,0,0,0,0,40,0.2,1.2,45,0.6,45,460,0.066,498.8,59.462,1278.127207,0,0,0,0,98.2139854,9.24960479,1.681746325,128.6535939,0,0,0.104268272,609.9693922,0,0.055497629,0,0,0.161447647,1.849920958,0.336349265,0,0,0,0,0,67.26985302,0.336349265,2.01809559,75.67858464,1.009047795,75.67858464,773.6033097,0.110995257
red wine,125,0,0,0,0,3.8,0.9,0.1,0,0,0.027,127.1,0,0.01,0.018,0,0.073,0.3,0.049,0.044,0,0,0,0.066,11.8,0.017,0.7,17.6,0.2,33.8,186.7,0.074,0.2,16.4,131,95.41984733,0,0,0,0,2.900763359,0.687022901,0.076335878,0,0,0.020610687,97.02290076,0,0.007633588,0.013740458,0,0.055725191,0.229007634,0.03740458,0.033587786,0,0,0,0.050381679,9.007633588,0.012977099,0.534351145,13.4351145,0.152671756,25.80152672,142.519084,0.05648855,0.152671756
cabernet sauvignon red wine,166,0,0,0,0,5.2,0,0.1,0,0,0,173.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,178.4,93.04932735,0,0,0,0,2.914798206,0,0.056053812,0,0,0,97.02914798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muscat white wine,123,0,0,0,0,7.8,0,0.1,0,0,0,128.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,136.4,90.17595308,0,0,0,0,5.718475073,0,0.073313783,0,0,0,94.20821114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cooking wine,2,0,0,0,0,0.3,0.09,0.028,0,0,0.002,4.4,0,0,0.077,0,0.016,0.094,0,0.072,0,0,0,0,0.4,0.021,0.1,0.5,0,0.7,4.3,0.079,0.085,0.879,4.728,42.30118443,0,0,0,0,6.345177665,1.903553299,0.592216582,0,0,0.042301184,93.06260575,0,0,1.628595601,0,0.338409475,1.988155668,0,1.52284264,0,0,0,0,8.460236887,0.444162437,2.115059222,10.57529611,0,14.80541455,90.94754653,1.670896785,1.797800338
chardonnay white wine,168,0,0,0,0,4.3,1.9,0.1,0,0,0.027,173.7,0,0.092,0.002,0,0.039,0.2,0.09,0.1,0,0,0,0,18,0.054,0.5,20,0.2,36,142,0.017,0.2,22.9,178.1,94.32902864,0,0,0,0,2.414373947,1.066816395,0.056148231,0,0,0.015160022,97.52947782,0,0.051656373,0.001122965,0,0.02189781,0.112296463,0.050533408,0.056148231,0,0,0,0,10.10668164,0.030320045,0.280741157,11.22964627,0.112296463,20.21336328,79.73048849,0.009545199,0.112296463
claret red wine,122,0,0,0,0,4.4,0,0.1,15,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.5,4.5,2711.111111,0,0,0,0,97.77777778,0,2.222222222,333.3333333,0,0,0,2822.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rice sake,197,0,0,0,0,7.4,0,0.7,0,0,0.046,115.2,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0.051,0.1,8.8,0,8.8,36.8,0.057,0.092,15.6,123.3,159.7729116,0,0,0,0,6.00162206,0,0.567721006,0,0,0.03730738,93.43065693,0,0,0,0,0,0,0,0,0,0,0,0,6.00162206,0.04136253,0.081103001,7.137064071,0,7.137064071,29.8459043,0.04622871,0.074614761
fume blanc white wine,121,0,0,0,0,3.3,0,0.1,15.4,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.7,3.4,3558.823529,0,0,0,0,97.05882353,0,2.941176471,452.9411765,0,0,0,3761.764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabarnet franc red wine,122,0,0,0,0,3.6,0,0.1,0,0,0,127.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,131,93.12977099,0,0,0,0,2.748091603,0,0.076335878,0,0,0,97.17557252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chocolate frosting,81,3.6,1.1,1.8,0.5,13,11.8,0.2,0.2,0,0.025,3.5,0,0.026,0.069,0,0.097,0.024,0.005,0.085,0,0,0.3,0,1.6,0.045,0.3,4.3,0.064,16.2,40.2,0.094,0.062,18.9,20.3,399.0147783,17.73399015,5.418719212,8.866995074,2.463054187,64.03940887,58.12807882,0.985221675,0.985221675,0,0.123152709,17.24137931,0,0.128078818,0.339901478,0,0.477832512,0.118226601,0.024630542,0.418719212,0,0,1.477832512,0,7.881773399,0.221674877,1.477832512,21.18226601,0.315270936,79.80295567,198.0295567,0.463054187,0.305418719
white sugar,19,0,0,0,0,5,4.9,0,0,0,0.012,0.021,0,0,0,0,0.099,0,0,0,0,0,0,0,0.046,0.078,0.078,0,0.081,0,0.1,0.026,0.05,5.037,5.021,378.4106752,0,0,0,0,99.58175662,97.59012149,0,0,0,0.238996216,0.418243378,0,0,0,0,1.971718781,0,0,0,0,0,0,0,0.916152161,1.553475403,1.553475403,0,1.613224457,0,1.991635132,0.517825134,0.995817566
egg substitute,115,0,0,0,0,4.8,4.8,24,0,0,0.5,208.8,0,0.3,0.065,0.039,0.9,0.3,4,0.3,1.2,0.006,3.8,0.063,175.2,0.07,4.8,36,0.002,172.8,511.2,0.017,2.4,210,237.6,48.4006734,0,0,0,0,2.02020202,2.02020202,10.1010101,0,0,0.21043771,87.87878788,0,0.126262626,0.027356902,0.016414141,0.378787879,0.126262626,1.683501684,0.126262626,0.505050505,0.002525253,1.599326599,0.026515152,73.73737374,0.029461279,2.02020202,15.15151515,0.000841751,72.72727273,215.1515152,0.007154882,1.01010101
agave syrup,21,0.081,0,0,0,5.3,4.7,0.025,0.01,0,0.09,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.071,0.042,0.034,0.049,0.009,0.3,0,0.008,5.456,7.006,299.7430774,1.15615187,0,0,0,75.64944333,67.08535541,0.356836997,0.142734799,0,1.284613189,22.8375678,0,0,0,0,0,0,0,0,0,0,0,0,1.256066229,1.013417071,0.599486155,0.485298316,0.699400514,0.128461319,4.282043962,0,0.114187839
splenda sweetener,336,0,0,0,0,91.2,80.3,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,91.2,100,336,0,0,0,0,91.2,80.3,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
vanilla extract,12,0.069,0.003,0.06,0.001,0.5,0.5,0,0,0,0.061,2.2,0,0.041,0,0,0.083,0.002,0.039,0.079,0,0,0,0,0.5,0.03,0.019,0.5,0.066,0.3,6.2,0,0.065,1.213,2.769,433.3694475,2.491874323,0.108342362,2.166847237,0.036114121,18.05706031,18.05706031,0,0,0,2.202961358,79.45106537,0,1.480678945,0,0,2.997472012,0.072228241,1.408450704,2.853015529,0,0,0,0,18.05706031,1.083423619,0.686168292,18.05706031,2.383531961,10.83423619,223.9075479,0,2.34741784
egg yolk dried,27,2.3,0.7,0.9,0.4,0.054,0.002,1.3,0,92.3,0.071,0.1,0.01,0.041,0.036,0.092,0.025,0.065,0.4,0.078,0,0.065,0.2,0.074,12.3,0.015,0.4,1,0.071,41.6,10.6,0.098,0.3,16.368,3.754,719.2328183,61.26798082,18.64677677,23.97442728,10.65530101,1.438465637,0.053276505,34.62972829,0,2458.710709,1.89131593,2.663825253,0.266382525,1.092168354,0.958977091,2.450719233,0.665956313,1.731486414,10.65530101,2.077783697,0,1.731486414,5.327650506,1.971230687,327.6505061,0.399573788,10.65530101,26.63825253,1.89131593,1108.151305,282.3654768,2.610548748,7.991475759
granulated sugar,16,0,0,0,0,4.2,4.2,0,0,0,0.019,0.055,0,0,0,0,0.06,0,0,0,0,0,0,0,0.027,0.034,0.01,0,0.067,0,0.033,0.093,0.05,4.253,4.255,376.0282021,0,0,0,0,98.70740306,98.70740306,0,0,0,0.44653349,1.292596945,0,0,0,0,1.410105758,0,0,0,0,0,0,0,0.634547591,0.799059929,0.235017626,0,1.574618096,0,0.775558167,2.185663925,1.175088132
baking chocolate,145,15.2,9.4,4.7,0.5,8.7,0.3,3.7,4.8,0,0.049,0.4,0,0.023,0.098,0,0.002,0.4,0.088,0.015,0,0,0.1,0.097,29.3,0.9,5,94.8,1.2,116,240.7,0.072,2.8,66.7,28,517.8571429,54.28571429,33.57142857,16.78571429,1.785714286,31.07142857,1.071428571,13.21428571,17.14285714,0,0.175,1.428571429,0,0.082142857,0.35,0,0.007142857,1.428571429,0.314285714,0.053571429,0,0,0.357142857,0.346428571,104.6428571,3.214285714,17.85714286,338.5714286,4.285714286,414.2857143,859.6428571,0.257142857,10
bakers yeast,18,0.3,0.089,0.2,0.079,3.1,0,1.4,1.4,0,0.066,11.7,0,0.3,0.1,0,0.2,2.1,0.8,0.005,0.04,0,0,0,3.2,0.024,0.6,6.8,0.02,57.1,102.2,0.073,1.7,10.078,16.5,109.0909091,1.818181818,0.539393939,1.212121212,0.478787879,18.78787879,0,8.484848485,8.484848485,0,0.4,70.90909091,0,1.818181818,0.606060606,0,1.212121212,12.72727273,4.848484848,0.03030303,0.242424242,0,0,0,19.39393939,0.145454545,3.636363636,41.21212121,0.121212121,346.0606061,619.3939394,0.442424242,10.3030303
fondant,106,0.009,0,0,0,26.4,25.2,0,0,0,0.022,1.9,0,0.062,0,0,0.062,0,0,0,0,0,0,0,0.8,0.095,0.09,0,0,0,1.1,0.045,0.037,27.396,28.309,374.4392243,0.03179201,0,0,0,93.25656152,89.0176269,0,0,0,0.077713801,6.711646473,0,0.219011622,0,0,0.219011622,0,0,0,0,0,0,0,2.82595641,0.335582324,0.317920096,0,0,0,3.885690063,0.158960048,0.130700484
brown sugar,16,0,0,0,0,4.1,4.1,0.024,0,0,0.094,0.087,0,0,0.023,0,0,0,0.037,0.008,0,0,0,0,3.5,0.03,0.071,0.4,0.047,0.2,5.6,0.023,0.08,7.622,4.211,379.9572548,0,0,0,0,97.36404654,97.36404654,0.569935882,0,0,2.232248872,2.066017573,0,0,0.546188554,0,0,0,0.878651152,0.189978627,0,0,0,0,83.11564949,0.712419853,1.686060318,9.49893137,1.116124436,4.749465685,132.9850392,0.546188554,1.899786274
white frosting dry,768,0,0,0,0,196.4,0,4.8,0,0,0.5,3.9,0,0.018,0.077,0,0.1,2.1,0.1,0.031,0,0,0,0,8.3,0.053,0.2,6.2,0.043,14.5,242.2,0.036,0.01,209.7,205.1,374.4514871,0,0,0,0,95.75816675,0,2.340321794,0,0,0.24378352,1.901511458,0,0.008776207,0.037542662,0,0.048756704,1.023890785,0.048756704,0.015114578,0,0,0,0,4.046806436,0.025841053,0.097513408,3.022915651,0.020965383,7.069722087,118.0887372,0.017552413,0.00487567
maple sugar,42,0.061,0.076,0.037,0.09,10.9,10.2,0.036,0,0,0.031,1,0,0.016,0,0,0.021,0.015,0.032,0.04,0,0,0,0,10.8,0.024,0.2,2.3,0.5,0.4,32.9,0.03,0.7,21.961,11.997,350.0875219,0.508460448,0.633491706,0.308410436,0.750187547,90.85604735,85.02125531,0.300075019,0,0,0.258397933,8.335417188,0,0.133366675,0,0,0.175043761,0.125031258,0.26673335,0.333416688,0,0,0,0,90.02250563,0.200050013,1.667083438,19.17145953,4.167708594,3.334166875,274.2352255,0.250062516,5.834792031
fructose sweetener,15,0,0,0,0,4.2,3.9,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.067,0,0,0,0,0.082,0,4.274,4.2,357.1428571,0,0,0,0,100,92.85714286,0,0,0,0.30952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30952381,1.595238095,0,0,0,0,1.952380952,0
saccharin sweetener,360,0,0,0,0,89.1,85.2,0.9,0,0,0.4,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,4,0,0.079,90.082,98.8,364.3724696,0,0,0,0,90.18218623,86.23481781,0.910931174,0,0,0.4048583,8.906882591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058704453,0,0,0,4.048582996,0,0.079959514
egg white raw,17,0.063,0,0,0,0.2,0.2,3.6,0,0,0.038,28.9,0,0.099,0.024,0.041,0.1,0.089,0.055,0.043,0,0,0,0,2.3,0.075,0.045,3.6,0.039,5,53.8,0.017,0.001,6.196,32.763,51.88780026,0.192290083,0,0,0,0.610444709,0.610444709,10.98800476,0,0,0.115984495,88.20926045,0,0.302170131,0.073253365,0.125141165,0.305222354,0.271647895,0.167872295,0.131245612,0,0,0,0,7.020114153,0.228916766,0.13735006,10.98800476,0.119036718,15.26111772,164.2096267,0.0518878,0.003052224
turbinado sugar,18,0,0,0,0,4.6,4.6,0,0,0,0.008,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.05,0.018,0.016,0.064,0.052,1.3,0,0.003,5.24,4.682,384.4510893,0,0,0,0,98.2486117,98.2486117,0,0,0,0.170867151,1.751388296,0,0,0,0,0,0,0,0,0,0,0,0,12.81503631,1.067919692,0.384451089,0.341734302,1.366937206,1.11063648,27.765912,0,0.064075182
vanilla frosting,1931,75,13.7,22.5,36.7,313.7,291.5,0,0,0,0.9,69.6,0,0.046,0.026,0,1.4,1,0.3,0,0,0,7.1,0.032,13.9,0,0.7,4.6,0,83.2,157.1,0.029,0.3,403.3,458.3,421.3397338,16.36482653,2.989308313,4.90944796,8.007855117,68.44861444,63.60462579,0,0,0,0.196377918,15.18655902,0,0.010037094,0.00567314,0,0.305476762,0.218197687,0.065459306,0,0,0,1.549203578,0.006982326,3.032947851,0,0.152738381,1.003709361,0,18.15404757,34.27885664,0.006327733,0.065459306
aspartame sweetener,365,0,0,0,0,89.1,80.7,2.2,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,4,0.079,0.068,91.381,100.1,364.6353646,0,0,0,0,89.01098901,80.61938062,2.197802198,0,0,0,8.791208791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021978022,0,0,0,3.996003996,0.078921079,0.067932068
egg raw,80,5.3,1.8,2,1.1,0.4,0.2,7,0,208.3,0.08,42.6,0.066,0.011,0.048,0.013,0.3,0.018,0.9,0.099,0,0.038,0.6,0.016,31.4,0.071,1,6.7,0.057,110.9,77.3,0.023,0.7,45.156,55.3,144.6654611,9.584086799,3.254972875,3.616636528,1.98915009,0.723327306,0.361663653,12.65822785,0,376.6726944,0.144665461,77.03435805,0.119349005,0.019891501,0.086799277,0.023508137,0.542495479,0.032549729,1.627486438,0.179023508,0,0.068716094,1.084990958,0.028933092,56.78119349,0.128390597,1.808318264,12.11573237,0.103074141,200.5424955,139.7830018,0.04159132,1.265822785
pineapple topping,860,0.3,0.066,0.1,0.2,225.8,71.4,0.3,1.4,0,0.1,112.2,0,0.1,0.026,0,0.008,0.3,0.059,0.012,10.5,0,0.054,0.032,20.4,0.2,0.4,20.4,0.2,10.2,146.2,0.026,0.2,259.1,338.6,253.9870053,0.088600118,0.019492026,0.029533373,0.059066745,66.68635558,21.08682812,0.088600118,0.413467218,0,0.029533373,33.13644418,0,0.029533373,0.007678677,0,0.00236267,0.088600118,0.01742469,0.003544005,3.101004135,0,0.015948021,0.009450679,6.024808033,0.059066745,0.118133491,6.024808033,0.059066745,3.012404017,43.1777909,0.007678677,0.059066745
egg white dried,26,0.087,0,0,0,0.3,0,5.8,0,0,0.052,0.6,0,0.041,0.06,0.077,0.2,0.049,0.1,0.059,0,0,0,0,6.2,0.033,0.028,5,0.03,6.2,78.1,0.012,0,12.343,6.787,383.0853102,1.281862384,0,0,0,4.420215117,0,85.45749226,0,0,0.76617062,8.840430234,0,0.604096066,0.884043023,1.13452188,2.946810078,0.721968469,1.473405039,0.869308973,0,0,0,0,91.35111242,0.486223663,0.412553411,73.67025195,0.442021512,91.35111242,1150.729335,0.176808605,0
egg yolk raw,55,4.5,1.6,2,0.7,0.6,0.08,2.7,0,184.5,0.006,8.9,0.009,0.014,0.04,0.098,0.064,0.042,0.5,0.061,0,0.078,0.4,0.034,21.9,0.069,0.5,0.9,0.013,66.3,18.5,0.039,0.4,30.27,16.7,329.3413174,26.94610778,9.580838323,11.9760479,4.191616766,3.592814371,0.479041916,16.16766467,0,1104.790419,0.035928144,53.29341317,0.053892216,0.083832335,0.239520958,0.586826347,0.383233533,0.251497006,2.994011976,0.365269461,0,0.467065868,2.395209581,0.203592814,131.1377246,0.413173653,2.994011976,5.389221557,0.077844311,397.005988,110.7784431,0.233532934,2.395209581
baking soda,0,0,0,0,0,0,0,0,0,0,1.3,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0.018,0,0,0,0,0,0,0,0,0,0,7222.222222,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
egg dried,30,2.2,0.7,0.9,0.3,0.047,0.05,2.4,0,81.5,0.06,0.2,0.044,0.026,0.016,0.09,0.02,0.079,0.3,0.075,0,0.027,0.1,0.075,11.8,0.017,0.2,1.7,0.063,31.5,27,0.017,0.2,16.62,4.847,618.9395502,45.38890035,14.44192284,18.56818651,6.189395502,0.969671962,1.031565917,49.51516402,0,1681.452445,1.2378791,4.126263668,0.907778007,0.536414277,0.330101093,1.856818651,0.412626367,1.629874149,6.189395502,1.547348876,0,0.557045595,2.063131834,1.547348876,243.4495564,0.350732412,4.126263668,35.07324118,1.299773055,649.8865277,557.0455952,0.350732412,4.126263668
strawberry topping,53,0.096,0.071,0.083,0.063,13.9,5.7,0.014,0.1,0,0.099,6.9,0,0.077,0.03,0,0.051,0.049,0.063,0.024,2.9,0,0.079,0.029,1.3,0.078,0.014,0.8,0.002,1.1,10.7,0.005,0.079,18.34,20.91,253.4672406,0.459110473,0.339550454,0.396939264,0.301291248,66.47537064,27.25968436,0.066953611,0.478240077,0,0.473457676,32.99856528,0,0.368244859,0.143472023,0,0.243902439,0.234337637,0.301291248,0.114777618,13.86896222,0,0.37780966,0.138689622,6.217120995,0.37302726,0.066953611,3.825920612,0.009564802,5.260640842,51.17168819,0.023912004,0.37780966
bakers yeast dry,13,0.3,0.078,0.2,0.069,1.6,0,1.6,1.1,0,0.081,0.2,0,0.4,0.002,0.014,0.2,1.6,0.5,0.008,0.038,0,0,0.088,1.2,0.016,0.051,2.2,0.048,25.5,38.2,0.006,0.3,5.927,3.7,351.3513514,8.108108108,2.108108108,5.405405405,1.864864865,43.24324324,0,43.24324324,29.72972973,0,2.189189189,5.405405405,0,10.81081081,0.054054054,0.378378378,5.405405405,43.24324324,13.51351351,0.216216216,1.027027027,0,0,2.378378378,32.43243243,0.432432432,1.378378378,59.45945946,1.297297297,689.1891892,1032.432432,0.162162162,8.108108108
almond paste,1040,63,6,40.9,13.2,108.5,82.3,20.4,10.9,0,0.051,32,0,0.2,0.2,0,0.9,3.2,0.3,0.051,0.2,0,30.7,0,390.4,1,3.6,295.1,1.9,585.7,712.8,0.037,3.4,597,223.9,464.4930773,28.13756141,2.679767753,18.26708352,5.895489058,48.45913354,36.75748102,9.111210362,4.868244752,0,0.022778026,14.29209469,0,0.089325592,0.089325592,0,0.401965163,1.429209469,0.133988388,0.022778026,0.089325592,0,13.71147834,0,174.3635552,0.446627959,1.607860652,131.7999107,0.848593122,261.5899955,318.3564091,0.016525234,1.51853506
cream of tartar,8,0,0,0,0,1.8,0,0,0.01,0,0.009,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.094,0.1,0.073,0.062,0.2,495,0.031,0.054,2.138,1.832,436.6812227,0,0,0,0,98.25327511,0,0,0.545851528,0,0.491266376,1.746724891,0,0,0,0,0,0,0,0,0,0,0,0,10.91703057,5.131004367,5.458515284,3.984716157,3.384279476,10.91703057,27019.65066,1.692139738,2.947598253
popover dry mix,631,7.3,1.7,3.4,1.4,120.7,0,17.7,0,0,1.5,19.9,0,0.7,0.2,0.008,0.2,5.7,0.8,0.072,0.2,0,0,0,54.4,0.3,5,42.5,1.3,170,170,0.044,1.5,205.3,165.6,381.0386473,4.40821256,1.026570048,2.053140097,0.845410628,72.88647343,0,10.6884058,0,0,0.905797101,12.01690821,0,0.422705314,0.120772947,0.004830918,0.120772947,3.442028986,0.483091787,0.043478261,0.120772947,0,0,0,32.85024155,0.18115942,3.019323671,25.66425121,0.785024155,102.6570048,102.6570048,0.026570048,0.905797101
egg substitute powder,126,3.7,1.1,1.5,0.5,6.2,6.2,15.7,0,161.9,0.2,1.1,0.1,0.006,0.017,0.049,0.5,0.2,1,0.074,0.2,0,0.4,0.025,92.3,0.017,0.9,18.4,0.045,135.3,210.6,0.032,0.5,119.1,26.7,471.9101124,13.8576779,4.119850187,5.617977528,1.872659176,23.22097378,23.22097378,58.80149813,0,606.3670412,0.74906367,4.119850187,0.374531835,0.02247191,0.063670412,0.183520599,1.872659176,0.74906367,3.745318352,0.277153558,0.74906367,0,1.498127341,0.093632959,345.6928839,0.063670412,3.370786517,68.91385768,0.168539326,506.741573,788.7640449,0.119850187,1.872659176
gelatin powder,17,0.086,0.09,0.054,0.063,0,0,4.3,0,0,0.029,0.7,0,0.033,0.015,0,0.028,0.063,0.039,0.014,0,0,0,0,2.8,0.1,0.099,1.1,0.019,2,0.8,0.077,0.004,7.255,5.086,334.2508848,1.690916241,1.769563508,1.061738105,1.238694455,0,0,84.54581203,0,0,0.570192686,13.76327173,0,0.648839953,0.294927251,0,0.550530869,1.238694455,0.766810853,0.275265435,0,0,0,0,55.05308691,1.966181675,1.946519858,21.62799843,0.373574518,39.3236335,15.7294534,1.51395989,0.078647267
tapioca pearls,544,0.093,0.075,0.088,0.057,134.8,5.1,0.3,1.4,0,0.077,16.7,0,0.016,0.001,0,0,0,0.2,0.091,0,0,0,0,30.4,0.021,2.4,1.5,0.2,10.6,16.7,0.007,0.2,169.318,151.893,358.1468534,0.061227311,0.049376864,0.05793552,0.037526417,88.74668352,3.35762675,0.197507456,0.921701461,0,0.05069358,10.99458171,0,0.010533731,0.000658358,0,0,0,0.131671637,0.059910595,0,0,0,0,20.01408887,0.013825522,1.580059647,0.98753728,0.131671637,6.978596775,10.99458171,0.004608507,0.131671637
baking powder,2,0,0,0,0,1.3,0,0,0.03,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,270.3,0.077,0.5,1.2,0.074,100.8,0.9,0.004,0.091,272.196,1.5,133.3333333,0,0,0,0,86.66666667,0,0,2,0,33.33333333,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,18020,5.133333333,33.33333333,80,4.933333333,6720,60,0.266666667,6.066666667
egg boiled,93,6.4,2,2.4,0.8,0.7,0.7,7.5,0,223.8,0.042,44.8,0.04,0.069,0.072,0.015,0.3,0.038,0.8,0.056,0,0.019,0.6,0.069,30,0.009,0.7,6,0.004,103.2,75.6,0.062,0.6,45.338,59.4,156.5656566,10.77441077,3.367003367,4.04040404,1.346801347,1.178451178,1.178451178,12.62626263,0,376.7676768,0.070707071,75.42087542,0.067340067,0.116161616,0.121212121,0.025252525,0.505050505,0.063973064,1.346801347,0.094276094,0,0.031986532,1.01010101,0.116161616,50.50505051,0.015151515,1.178451178,10.1010101,0.006734007,173.7373737,127.2727273,0.104377104,1.01010101
millet flour,444,5.1,0.6,1.1,3.1,86.9,2,12.8,4.2,0,0.056,12.8,0,0.5,0.032,0,0.01,7.2,1.5,0.4,0,0,0.1,0.037,16.7,0.6,4.7,141.6,1.2,339.2,266.6,0.028,3.1,130.4,117.6,377.5510204,4.336734694,0.510204082,0.93537415,2.636054422,73.89455782,1.700680272,10.88435374,3.571428571,0,0.047619048,10.88435374,0,0.425170068,0.027210884,0,0.008503401,6.12244898,1.275510204,0.340136054,0,0,0.085034014,0.031462585,14.20068027,0.510204082,3.996598639,120.4081633,1.020408163,288.4353741,226.7006803,0.023809524,2.636054422
triticale flour,439,2.4,0.4,0.2,1,95.1,0,17.1,19,0,0.096,13,0,0.5,0.012,0,0.2,3.7,2.8,0.5,0,0,1.2,0,45.5,0.7,3.4,198.9,5.4,417.3,605.8,0,3.5,182.5,127.6,344.0438871,1.880877743,0.313479624,0.156739812,0.78369906,74.52978056,0,13.40125392,14.89028213,0,0.07523511,10.18808777,0,0.39184953,0.009404389,0,0.156739812,2.89968652,2.194357367,0.39184953,0,0,0.940438871,0,35.65830721,0.548589342,2.664576803,155.8777429,4.231974922,327.0376176,474.7648903,0,2.742946708
corn flour white,414,4.2,0.6,1.1,2,87.3,1.8,9.6,7.3,0,0.036,11.2,0,0.3,0.078,0,0.1,1.9,0.2,0.5,0,0,0.1,0,157.3,0.2,1.7,106,0.5,263.3,298.7,0.072,2.1,267.4,112.3,368.6553874,3.739982191,0.53428317,0.979519145,1.7809439,77.73820125,1.60284951,8.548530721,6.500445236,0,0.03205699,9.973285841,0,0.267141585,0.069456812,0,0.089047195,1.691896705,0.17809439,0.445235975,0,0,0.089047195,0,140.0712378,0.17809439,1.513802315,94.39002671,0.445235975,234.4612645,265.9839715,0.06411398,1.869991095
rice flour brown,574,4.4,0.9,1.6,1.6,120.8,1.3,11.4,7.3,0,0.039,18.9,0,0.7,0.056,0,0.1,10,2.5,1.2,0,0,1.9,0,17.4,0.4,3.1,177,6.3,532.5,456.6,0,3.9,164.4,155.5,369.1318328,2.829581994,0.578778135,1.028938907,1.028938907,77.68488746,0.836012862,7.331189711,4.694533762,0,0.025080386,12.15434084,0,0.450160772,0.036012862,0,0.064308682,6.430868167,1.607717042,0.77170418,0,0,1.221864952,0,11.18971061,0.257234727,1.993569132,113.8263666,4.051446945,342.4437299,293.6334405,0,2.508038585
